measurement_time,scheduled_time,module_id,v,i,g,t_ext,status_integer
2024-12-20T16:07:18.050024-07:00,2024-12-20T16:07:18-07:00,P-0000-01,7.21549,0.00554217,,,1
2024-12-20T16:07:19.029256-07:00,2024-12-20T16:07:19-07:00,P-0000-01,7.21836,0.00553628,,,1
2024-12-20T16:07:20.030308-07:00,2024-12-20T16:07:20-07:00,P-0000-01,7.22091,0.0055309,,,1
2024-12-20T16:07:21.200534-07:00,2024-12-20T16:07:21-07:00,P-0000-01,7.29465,0.00547642,,,1537
2024-12-20T16:07:22.036459-07:00,2024-12-20T16:07:22-07:00,P-0000-01,7.2937,0.00547404,,,1025
2024-12-20T16:07:23.031629-07:00,2024-12-20T16:07:23-07:00,P-0000-01,7.2947,0.00546949,,,1
2024-12-20T16:07:24.032632-07:00,2024-12-20T16:07:24-07:00,P-0000-01,7.28068,0.00547565,,,1
2024-12-20T16:07:25.032608-07:00,2024-12-20T16:07:25-07:00,P-0000-01,7.29429,0.00546458,,,1
2024-12-20T16:07:26.029475-07:00,2024-12-20T16:07:26-07:00,P-0000-01,7.30126,0.00545495,,,1
2024-12-20T16:07:27.028607-07:00,2024-12-20T16:07:27-07:00,P-0000-01,7.30254,0.00545167,,,1
2024-12-20T16:07:28.036819-07:00,2024-12-20T16:07:28-07:00,P-0000-01,7.30354,0.00544865,,,1
2024-12-20T16:07:29.027691-07:00,2024-12-20T16:07:29-07:00,P-0000-01,7.31447,0.00543785,,,1
2024-12-20T16:07:30.032524-07:00,2024-12-20T16:07:30-07:00,P-0000-01,7.32705,0.00542647,,,1
2024-12-20T16:07:31.179908-07:00,2024-12-20T16:07:31-07:00,P-0000-01,7.28246,0.0054553,,,1537
2024-12-20T16:07:32.042343-07:00,2024-12-20T16:07:32-07:00,P-0000-01,7.27094,0.00546189,,,1025
2024-12-20T16:07:33.031435-07:00,2024-12-20T16:07:33-07:00,P-0000-01,7.27547,0.00545757,,,1
2024-12-20T16:07:34.031101-07:00,2024-12-20T16:07:34-07:00,P-0000-01,7.28741,0.00544663,,,1
2024-12-20T16:07:35.042998-07:00,2024-12-20T16:07:35-07:00,P-0000-01,7.30517,0.00543196,,,1
2024-12-20T16:07:36.035660-07:00,2024-12-20T16:07:36-07:00,P-0000-01,7.30735,0.00542747,,,1
2024-12-20T16:07:37.023038-07:00,2024-12-20T16:07:37-07:00,P-0000-01,7.30594,0.00542636,,,1
2024-12-20T16:07:38.031397-07:00,2024-12-20T16:07:38-07:00,P-0000-01,7.30322,0.00542533,,,1
2024-12-20T16:07:39.033020-07:00,2024-12-20T16:07:39-07:00,P-0000-01,7.30762,0.00541948,,,1
2024-12-20T16:07:40.032411-07:00,2024-12-20T16:07:40-07:00,P-0000-01,7.31458,0.00541129,,,1
2024-12-20T16:07:41.167586-07:00,2024-12-20T16:07:41-07:00,P-0000-01,7.40569,0.00534078,,,1537
2024-12-20T16:07:42.034487-07:00,2024-12-20T16:07:42-07:00,P-0000-01,10.4177,6.58416e-05,,,3109
2024-12-20T16:07:43.036181-07:00,2024-12-20T16:07:43-07:00,P-0000-01,10.6066,9.39038e-05,,,3105
2024-12-20T16:07:44.039135-07:00,2024-12-20T16:07:44-07:00,P-0000-01,10.6052,9.31873e-05,,,3105
2024-12-20T16:07:45.049960-07:00,2024-12-20T16:07:45-07:00,P-0000-01,10.6038,9.34929e-05,,,3105
2024-12-20T16:07:46.036389-07:00,2024-12-20T16:07:46-07:00,P-0000-01,10.6028,9.3781e-05,,,3105
2024-12-20T16:07:47.035257-07:00,2024-12-20T16:07:47-07:00,P-0000-01,10.6014,9.36596e-05,,,3105
2024-12-20T16:07:48.028209-07:00,2024-12-20T16:07:48-07:00,P-0000-01,10.6006,9.34646e-05,,,3105
2024-12-20T16:07:49.027014-07:00,2024-12-20T16:07:49-07:00,P-0000-01,10.6001,9.33424e-05,,,3105
2024-12-20T16:07:50.029338-07:00,2024-12-20T16:07:50-07:00,P-0000-01,10.5978,9.3396e-05,,,3105
2024-12-20T16:07:51.037277-07:00,2024-12-20T16:07:51-07:00,P-0000-01,10.5968,9.32975e-05,,,3105
2024-12-20T16:07:52.027797-07:00,2024-12-20T16:07:52-07:00,P-0000-01,10.5962,9.31171e-05,,,3105
2024-12-20T16:07:53.044351-07:00,2024-12-20T16:07:53-07:00,P-0000-01,10.5951,9.34456e-05,,,3105
2024-12-20T16:07:54.029848-07:00,2024-12-20T16:07:54-07:00,P-0000-01,10.5935,9.40509e-05,,,3105
2024-12-20T16:07:55.029160-07:00,2024-12-20T16:07:55-07:00,P-0000-01,10.5932,9.29238e-05,,,3105
2024-12-20T16:07:56.030993-07:00,2024-12-20T16:07:56-07:00,P-0000-01,10.5913,9.30869e-05,,,3105
2024-12-20T16:07:57.030381-07:00,2024-12-20T16:07:57-07:00,P-0000-01,10.5902,9.33132e-05,,,3105
2024-12-20T16:07:58.026271-07:00,2024-12-20T16:07:58-07:00,P-0000-01,10.5888,9.42711e-05,,,3105
2024-12-20T16:07:59.030709-07:00,2024-12-20T16:07:59-07:00,P-0000-01,10.5888,9.34523e-05,,,3105
2024-12-20T16:08:00.031153-07:00,2024-12-20T16:08:00-07:00,P-0000-01,10.5875,9.3917e-05,,,3105
2024-12-20T16:08:01.031833-07:00,2024-12-20T16:08:01-07:00,P-0000-01,10.587,9.31105e-05,,,3105
2024-12-20T16:08:02.027762-07:00,2024-12-20T16:08:02-07:00,P-0000-01,10.5858,9.36334e-05,,,3105
2024-12-20T16:08:03.027669-07:00,2024-12-20T16:08:03-07:00,P-0000-01,10.5844,9.32593e-05,,,3105
2024-12-20T16:08:04.032157-07:00,2024-12-20T16:08:04-07:00,P-0000-01,10.5841,9.34438e-05,,,3105
2024-12-20T16:08:05.029804-07:00,2024-12-20T16:08:05-07:00,P-0000-01,10.5829,9.32624e-05,,,3105
2024-12-20T16:08:06.033708-07:00,2024-12-20T16:08:06-07:00,P-0000-01,10.5811,9.31248e-05,,,3105
2024-12-20T16:08:07.031471-07:00,2024-12-20T16:08:07-07:00,P-0000-01,10.5797,9.3369e-05,,,3105
2024-12-20T16:08:08.027964-07:00,2024-12-20T16:08:08-07:00,P-0000-01,10.5792,9.30554e-05,,,3105
2024-12-20T16:08:09.027039-07:00,2024-12-20T16:08:09-07:00,P-0000-01,10.5784,9.35367e-05,,,3105
2024-12-20T16:08:10.027324-07:00,2024-12-20T16:08:10-07:00,P-0000-01,10.5774,9.27344e-05,,,3105
2024-12-20T16:08:11.030404-07:00,2024-12-20T16:08:11-07:00,P-0000-01,10.5765,9.28279e-05,,,3105
2024-12-20T16:08:12.042988-07:00,2024-12-20T16:08:12-07:00,P-0000-01,10.5758,9.36735e-05,,,3105
2024-12-20T16:08:13.034551-07:00,2024-12-20T16:08:13-07:00,P-0000-01,10.5749,9.33191e-05,,,3105
2024-12-20T16:08:14.033186-07:00,2024-12-20T16:08:14-07:00,P-0000-01,10.5746,9.34385e-05,,,3105
2024-12-20T16:08:15.029750-07:00,2024-12-20T16:08:15-07:00,P-0000-01,10.5737,9.24864e-05,,,3105
2024-12-20T16:08:16.037488-07:00,2024-12-20T16:08:16-07:00,P-0000-01,10.5732,9.31782e-05,,,3105
2024-12-20T16:08:17.037192-07:00,2024-12-20T16:08:17-07:00,P-0000-01,10.5712,9.34986e-05,,,3105
2024-12-20T16:08:18.044232-07:00,2024-12-20T16:08:18-07:00,P-0000-01,10.5713,9.29258e-05,,,3105
2024-12-20T16:08:19.029294-07:00,2024-12-20T16:08:19-07:00,P-0000-01,10.5708,9.33855e-05,,,3105
2024-12-20T16:08:20.029607-07:00,2024-12-20T16:08:20-07:00,P-0000-01,10.5696,9.37777e-05,,,3105
2024-12-20T16:08:21.029415-07:00,2024-12-20T16:08:21-07:00,P-0000-01,10.5688,9.31602e-05,,,3105
2024-12-20T16:08:22.031154-07:00,2024-12-20T16:08:22-07:00,P-0000-01,10.5689,9.31653e-05,,,3105
2024-12-20T16:08:23.031417-07:00,2024-12-20T16:08:23-07:00,P-0000-01,10.5675,9.33976e-05,,,3105
2024-12-20T16:08:24.030562-07:00,2024-12-20T16:08:24-07:00,P-0000-01,10.5659,9.33429e-05,,,3105
2024-12-20T16:08:25.026613-07:00,2024-12-20T16:08:25-07:00,P-0000-01,10.5641,9.38525e-05,,,3105
2024-12-20T16:08:26.027630-07:00,2024-12-20T16:08:26-07:00,P-0000-01,10.5638,9.30438e-05,,,3105
2024-12-20T16:08:27.028948-07:00,2024-12-20T16:08:27-07:00,P-0000-01,10.5647,9.28684e-05,,,3105
2024-12-20T16:08:28.034793-07:00,2024-12-20T16:08:28-07:00,P-0000-01,10.5636,9.36323e-05,,,3105
2024-12-20T16:08:29.033955-07:00,2024-12-20T16:08:29-07:00,P-0000-01,10.561,9.32673e-05,,,3105
2024-12-20T16:08:30.025148-07:00,2024-12-20T16:08:30-07:00,P-0000-01,10.5609,9.33361e-05,,,3105
2024-12-20T16:08:31.029593-07:00,2024-12-20T16:08:31-07:00,P-0000-01,10.5595,9.28063e-05,,,3105
2024-12-20T16:08:32.033213-07:00,2024-12-20T16:08:32-07:00,P-0000-01,10.5598,9.32861e-05,,,3105
2024-12-20T16:08:33.025271-07:00,2024-12-20T16:08:33-07:00,P-0000-01,10.5597,9.33912e-05,,,3105
2024-12-20T16:08:34.031766-07:00,2024-12-20T16:08:34-07:00,P-0000-01,10.5582,9.33899e-05,,,3105
2024-12-20T16:08:35.027593-07:00,2024-12-20T16:08:35-07:00,P-0000-01,10.557,9.25939e-05,,,3105
2024-12-20T16:08:36.031945-07:00,2024-12-20T16:08:36-07:00,P-0000-01,10.5568,9.37114e-05,,,3105
2024-12-20T16:08:37.032146-07:00,2024-12-20T16:08:37-07:00,P-0000-01,10.5574,9.41486e-05,,,3105
2024-12-20T16:08:38.032656-07:00,2024-12-20T16:08:38-07:00,P-0000-01,10.5555,9.32323e-05,,,3105
2024-12-20T16:08:39.032100-07:00,2024-12-20T16:08:39-07:00,P-0000-01,10.5558,9.36666e-05,,,3105
2024-12-20T16:08:40.027738-07:00,2024-12-20T16:08:40-07:00,P-0000-01,10.5572,9.32797e-05,,,3105
2024-12-20T16:08:41.031465-07:00,2024-12-20T16:08:41-07:00,P-0000-01,10.5548,9.35355e-05,,,3105
2024-12-20T16:08:42.024354-07:00,2024-12-20T16:08:42-07:00,P-0000-01,10.5561,9.28094e-05,,,3105
2024-12-20T16:08:43.031902-07:00,2024-12-20T16:08:43-07:00,P-0000-01,10.5566,9.33032e-05,,,3105
2024-12-20T16:08:44.030249-07:00,2024-12-20T16:08:44-07:00,P-0000-01,10.5551,9.24308e-05,,,3105
2024-12-20T16:08:45.044467-07:00,2024-12-20T16:08:45-07:00,P-0000-01,10.5531,9.30362e-05,,,3105
2024-12-20T16:08:46.031189-07:00,2024-12-20T16:08:46-07:00,P-0000-01,10.5548,9.27335e-05,,,3105
2024-12-20T16:08:47.024320-07:00,2024-12-20T16:08:47-07:00,P-0000-01,10.5528,9.38848e-05,,,3105
2024-12-20T16:08:48.027607-07:00,2024-12-20T16:08:48-07:00,P-0000-01,10.5535,9.36997e-05,,,3105
2024-12-20T16:08:49.026900-07:00,2024-12-20T16:08:49-07:00,P-0000-01,10.5523,9.35671e-05,,,3105
2024-12-20T16:08:50.029269-07:00,2024-12-20T16:08:50-07:00,P-0000-01,10.5537,9.29921e-05,,,3105
2024-12-20T16:08:51.029751-07:00,2024-12-20T16:08:51-07:00,P-0000-01,10.5521,9.28891e-05,,,3105
2024-12-20T16:08:52.027984-07:00,2024-12-20T16:08:52-07:00,P-0000-01,10.5518,9.38028e-05,,,3105
2024-12-20T16:08:53.043489-07:00,2024-12-20T16:08:53-07:00,P-0000-01,10.5523,9.32656e-05,,,3105
2024-12-20T16:08:54.036223-07:00,2024-12-20T16:08:54-07:00,P-0000-01,10.5518,9.27972e-05,,,3105
2024-12-20T16:08:55.036620-07:00,2024-12-20T16:08:55-07:00,P-0000-01,10.5506,9.30554e-05,,,3105
2024-12-20T16:08:58.036686-07:00,2024-12-20T16:08:58-07:00,P-0000-01,10.5508,9.32034e-05,,,3105
2024-12-20T16:08:59.039515-07:00,2024-12-20T16:08:59-07:00,P-0000-01,10.5521,9.30399e-05,,,3105
2024-12-20T16:09:00.033131-07:00,2024-12-20T16:09:00-07:00,P-0000-01,10.5497,9.32349e-05,,,3105
2024-12-20T16:09:01.043305-07:00,2024-12-20T16:09:01-07:00,P-0000-01,10.5496,9.30874e-05,,,3105
2024-12-20T16:09:02.031905-07:00,2024-12-20T16:09:02-07:00,P-0000-01,10.5504,9.32082e-05,,,3105
2024-12-20T16:09:03.047722-07:00,2024-12-20T16:09:03-07:00,P-0000-01,10.5507,9.27673e-05,,,3105
2024-12-20T16:09:04.037958-07:00,2024-12-20T16:09:04-07:00,P-0000-01,10.5499,9.2731e-05,,,3105
2024-12-20T16:09:05.031890-07:00,2024-12-20T16:09:05-07:00,P-0000-01,10.5489,9.26694e-05,,,3105
2024-12-20T16:09:06.036519-07:00,2024-12-20T16:09:06-07:00,P-0000-01,10.547,9.33578e-05,,,3105
2024-12-20T16:09:07.035985-07:00,2024-12-20T16:09:07-07:00,P-0000-01,10.547,9.31908e-05,,,3105
2024-12-20T16:09:08.030900-07:00,2024-12-20T16:09:08-07:00,P-0000-01,10.675,9.42332e-05,,,3105
2024-12-20T16:09:09.029912-07:00,2024-12-20T16:09:09-07:00,P-0000-01,11.1703,9.83916e-05,,,3105
2024-12-20T16:09:10.030161-07:00,2024-12-20T16:09:10-07:00,P-0000-01,11.193,9.88573e-05,,,3105
2024-12-20T16:09:11.030902-07:00,2024-12-20T16:09:11-07:00,P-0000-01,11.1943,9.87991e-05,,,3105
2024-12-20T16:09:12.037480-07:00,2024-12-20T16:09:12-07:00,P-0000-01,11.1946,9.95309e-05,,,3105
2024-12-20T16:09:13.041306-07:00,2024-12-20T16:09:13-07:00,P-0000-01,11.1946,9.8834e-05,,,3105
2024-12-20T16:09:14.036557-07:00,2024-12-20T16:09:14-07:00,P-0000-01,11.1916,9.93586e-05,,,3105
2024-12-20T16:09:15.037290-07:00,2024-12-20T16:09:15-07:00,P-0000-01,11.1916,9.92934e-05,,,3105
2024-12-20T16:09:16.033158-07:00,2024-12-20T16:09:16-07:00,P-0000-01,11.1931,9.88374e-05,,,3105
2024-12-20T16:09:17.032435-07:00,2024-12-20T16:09:17-07:00,P-0000-01,11.19,9.84605e-05,,,3105
2024-12-20T16:09:18.042170-07:00,2024-12-20T16:09:18-07:00,P-0000-01,11.1898,9.83568e-05,,,3105
2024-12-20T16:09:19.031399-07:00,2024-12-20T16:09:19-07:00,P-0000-01,11.1904,9.86313e-05,,,3105
2024-12-20T16:09:20.031923-07:00,2024-12-20T16:09:20-07:00,P-0000-01,11.1885,9.92291e-05,,,3105
2024-12-20T16:09:21.031186-07:00,2024-12-20T16:09:21-07:00,P-0000-01,11.1882,9.9101e-05,,,3105
2024-12-20T16:09:22.034728-07:00,2024-12-20T16:09:22-07:00,P-0000-01,11.1895,9.85458e-05,,,3105
2024-12-20T16:09:23.034699-07:00,2024-12-20T16:09:23-07:00,P-0000-01,11.1886,9.85423e-05,,,3105
2024-12-20T16:09:24.032169-07:00,2024-12-20T16:09:24-07:00,P-0000-01,11.1897,9.81201e-05,,,3105
2024-12-20T16:09:25.032174-07:00,2024-12-20T16:09:25-07:00,P-0000-01,11.1887,9.89501e-05,,,3105
2024-12-20T16:09:26.032156-07:00,2024-12-20T16:09:26-07:00,P-0000-01,11.1873,9.86818e-05,,,3105
2024-12-20T16:09:27.032499-07:00,2024-12-20T16:09:27-07:00,P-0000-01,11.1885,9.903e-05,,,3105
2024-12-20T16:09:28.032374-07:00,2024-12-20T16:09:28-07:00,P-0000-01,11.1866,9.8305e-05,,,3105
2024-12-20T16:09:29.032404-07:00,2024-12-20T16:09:29-07:00,P-0000-01,11.185,9.87594e-05,,,3105
2024-12-20T16:09:30.032865-07:00,2024-12-20T16:09:30-07:00,P-0000-01,11.186,9.86948e-05,,,3105
2024-12-20T16:09:31.024445-07:00,2024-12-20T16:09:31-07:00,P-0000-01,11.1854,9.9117e-05,,,3105
2024-12-20T16:09:32.032547-07:00,2024-12-20T16:09:32-07:00,P-0000-01,11.1863,9.81152e-05,,,3105
2024-12-20T16:09:33.045493-07:00,2024-12-20T16:09:33-07:00,P-0000-01,11.1853,9.83748e-05,,,3105
2024-12-20T16:09:34.034077-07:00,2024-12-20T16:09:34-07:00,P-0000-01,7.45965,0.00760132,,,3073
2024-12-20T16:09:35.033880-07:00,2024-12-20T16:09:35-07:00,P-0000-01,7.58242,0.00748077,,,1
2024-12-20T16:09:36.035008-07:00,2024-12-20T16:09:36-07:00,P-0000-01,7.57902,0.00748301,,,1025
2024-12-20T16:09:37.026500-07:00,2024-12-20T16:09:37-07:00,P-0000-01,7.56597,0.00749607,,,1
2024-12-20T16:09:38.035066-07:00,2024-12-20T16:09:38-07:00,P-0000-01,7.55127,0.00751106,,,1
2024-12-20T16:09:39.034270-07:00,2024-12-20T16:09:39-07:00,P-0000-01,7.55796,0.0075026,,,1
2024-12-20T16:09:40.026430-07:00,2024-12-20T16:09:40-07:00,P-0000-01,7.54743,0.00751066,,,1
2024-12-20T16:09:41.033143-07:00,2024-12-20T16:09:41-07:00,P-0000-01,7.55392,0.00750636,,,1
2024-12-20T16:09:42.027453-07:00,2024-12-20T16:09:42-07:00,P-0000-01,7.54528,0.00751274,,,1
2024-12-20T16:09:43.024672-07:00,2024-12-20T16:09:43-07:00,P-0000-01,7.54531,0.00751008,,,1
2024-12-20T16:09:44.037388-07:00,2024-12-20T16:09:44-07:00,P-0000-01,7.55108,0.00750491,,,1
2024-12-20T16:09:45.042881-07:00,2024-12-20T16:09:45-07:00,P-0000-01,7.54473,0.00751234,,,1
2024-12-20T16:09:46.031258-07:00,2024-12-20T16:09:46-07:00,P-0000-01,7.55344,0.0075053,,,1
2024-12-20T16:09:47.041340-07:00,2024-12-20T16:09:47-07:00,P-0000-01,7.56603,0.00749154,,,1
2024-12-20T16:09:48.044275-07:00,2024-12-20T16:09:48-07:00,P-0000-01,7.5622,0.00749503,,,1
2024-12-20T16:09:49.038297-07:00,2024-12-20T16:09:49-07:00,P-0000-01,7.56186,0.00749488,,,1
2024-12-20T16:09:50.030106-07:00,2024-12-20T16:09:50-07:00,P-0000-01,7.55265,0.0075021,,,1
2024-12-20T16:09:51.030271-07:00,2024-12-20T16:09:51-07:00,P-0000-01,7.54695,0.00750642,,,1
2024-12-20T16:09:52.029341-07:00,2024-12-20T16:09:52-07:00,P-0000-01,7.54532,0.00750812,,,1
2024-12-20T16:09:53.032045-07:00,2024-12-20T16:09:53-07:00,P-0000-01,7.55488,0.00749751,,,1
2024-12-20T16:09:54.031081-07:00,2024-12-20T16:09:54-07:00,P-0000-01,7.56354,0.0074913,,,1
2024-12-20T16:09:55.032039-07:00,2024-12-20T16:09:55-07:00,P-0000-01,7.56722,0.00748799,,,1
2024-12-20T16:09:56.027062-07:00,2024-12-20T16:09:56-07:00,P-0000-01,7.56162,0.00749294,,,1
2024-12-20T16:09:57.039402-07:00,2024-12-20T16:09:57-07:00,P-0000-01,7.55379,0.00749871,,,1
2024-12-20T16:09:58.029830-07:00,2024-12-20T16:09:58-07:00,P-0000-01,7.54799,0.00750338,,,1
2024-12-20T16:09:59.029789-07:00,2024-12-20T16:09:59-07:00,P-0000-01,7.55355,0.00749795,,,1
2024-12-20T16:10:00.041827-07:00,2024-12-20T16:10:00-07:00,P-0000-01,7.55609,0.00749284,,,1
2024-12-20T16:10:01.030117-07:00,2024-12-20T16:10:01-07:00,P-0000-01,7.55282,0.00749519,,,1
2024-12-20T16:10:02.030748-07:00,2024-12-20T16:10:02-07:00,P-0000-01,7.5532,0.00749725,,,1
2024-12-20T16:10:03.029241-07:00,2024-12-20T16:10:03-07:00,P-0000-01,7.5463,0.00750356,,,1
2024-12-20T16:10:04.035638-07:00,2024-12-20T16:10:04-07:00,P-0000-01,7.53886,0.00751214,,,1
2024-12-20T16:10:05.046401-07:00,2024-12-20T16:10:05-07:00,P-0000-01,7.53409,0.0075159,,,1
2024-12-20T16:10:06.031223-07:00,2024-12-20T16:10:06-07:00,P-0000-01,7.53239,0.00751647,,,1
2024-12-20T16:10:07.031221-07:00,2024-12-20T16:10:07-07:00,P-0000-01,7.53281,0.00751239,,,1
2024-12-20T16:10:08.030294-07:00,2024-12-20T16:10:08-07:00,P-0000-01,7.53746,0.00750894,,,1
2024-12-20T16:10:09.028388-07:00,2024-12-20T16:10:09-07:00,P-0000-01,7.53951,0.00750506,,,1
2024-12-20T16:10:10.028058-07:00,2024-12-20T16:10:10-07:00,P-0000-01,7.5474,0.00749943,,,1
2024-12-20T16:10:11.034140-07:00,2024-12-20T16:10:11-07:00,P-0000-01,7.5495,0.0074968,,,1
2024-12-20T16:10:12.028123-07:00,2024-12-20T16:10:12-07:00,P-0000-01,7.5384,0.00750801,,,1
2024-12-20T16:10:13.025480-07:00,2024-12-20T16:10:13-07:00,P-0000-01,7.54446,0.00750147,,,1
