measurement_time,scheduled_time,measurement_duration,module_id,v,i,g
2024-12-20T16:19:10.046583-07:00,2024-12-20T16:19:10-07:00,,P-0000-01,"[-0.0069395, 0.169751, 0.346261, 0.522415, 0.699974, 0.878282, 1.05525, 1.23231, 1.40852, 1.58351, 1.75788, 1.93423, 2.10956, 2.28463, 2.45755, 2.62951, 2.80109, 2.97253, 3.14328, 3.31458, 3.4847, 3.65201, 3.81807, 3.98317, 4.14886, 4.31422, 4.47887, 4.64046, 4.80154, 4.95963, 5.11614, 5.27412, 5.43183, 5.58711, 5.74089, 5.89153, 6.03959, 6.1885, 6.33544, 6.48156, 6.62679, 6.76898, 6.90757, 7.04431, 7.1823, 7.31772, 7.45197, 7.5829, 7.71264, 7.83808, 7.96221, 8.08593, 8.2092, 8.32983, 8.4471, 8.56165, 8.67253, 8.78396, 8.8926, 9.00006, 9.10548, 9.20693, 9.30522, 9.40072, 9.49572, 9.58879, 9.68001, 9.76895, 9.85349, 9.93272, 10.0121, 10.0908, 10.1669, 10.2409, 10.3105, 10.3738, 10.436, 10.4961, 10.5578, 10.6154, 10.6679, 10.7169, 10.7598, 10.8024, 10.8427, 10.8839, 10.9186, 10.9476, 10.9733, 10.9923, 11.0109, 11.0287, 11.0427, 11.0515, 11.0554, 11.0575, 11.0562, 11.0597, 11.0623, 11.0646]","[0.010491, 0.0104365, 0.0103845, 0.0103475, 0.0103133, 0.0102684, 0.0102154, 0.0101535, 0.0100918, 0.0100431, 0.0100047, 0.00996481, 0.00991526, 0.0098521, 0.00978844, 0.00972532, 0.00967408, 0.00963072, 0.00958722, 0.00953008, 0.0094588, 0.00939607, 0.00932578, 0.00927907, 0.0092313, 0.00917993, 0.00911063, 0.00903898, 0.00896054, 0.00889489, 0.00883956, 0.00878551, 0.00871885, 0.00863998, 0.00855683, 0.00846733, 0.00839205, 0.00832838, 0.00825264, 0.00816749, 0.00806607, 0.00795602, 0.00784397, 0.00774456, 0.00763944, 0.00752293, 0.00739304, 0.00724914, 0.00710226, 0.00694903, 0.00680611, 0.00665939, 0.00649882, 0.00633172, 0.00615266, 0.00596414, 0.00578479, 0.00561194, 0.00543831, 0.0052479, 0.00505499, 0.00485111, 0.00465134, 0.00445961, 0.00427167, 0.00408274, 0.00388322, 0.00367985, 0.00347548, 0.00328068, 0.00309138, 0.00290757, 0.0027208, 0.00252925, 0.00233961, 0.00215555, 0.00198335, 0.00181611, 0.00165187, 0.00149444, 0.00133608, 0.00118648, 0.00104623, 0.000915555, 0.000795254, 0.000678724, 0.000573851, 0.000475006, 0.000390337, 0.000317795, 0.000256214, 0.000207969, 0.000169676, 0.000143068, 0.000123814, 0.000112281, 0.000105754, 0.000102298, 9.89482e-05, 9.75017e-05]",
2024-12-20T16:19:20.050050-07:00,2024-12-20T16:19:20-07:00,,P-0000-01,"[-0.00757529, 0.168313, 0.345155, 0.522676, 0.701241, 0.878837, 1.05661, 1.23169, 1.40689, 1.5828, 1.75948, 1.93477, 2.11118, 2.28463, 2.45678, 2.62946, 2.8014, 2.97322, 3.14493, 3.31577, 3.48451, 3.65098, 3.81675, 3.98363, 4.15038, 4.3163, 4.47921, 4.6406, 4.80023, 4.95951, 5.118, 5.27596, 5.43275, 5.58682, 5.74002, 5.88962, 6.03981, 6.18905, 6.33737, 6.48436, 6.62641, 6.76853, 6.90691, 7.04584, 7.18346, 7.31964, 7.4534, 7.58358, 7.711, 7.8374, 7.96415, 8.08845, 8.21136, 8.33015, 8.44704, 8.56093, 8.67295, 8.784, 8.89584, 9.00195, 9.10556, 9.20662, 9.30455, 9.40164, 9.49883, 9.59173, 9.68184, 9.76936, 9.85239, 9.93215, 10.0137, 10.0934, 10.1691, 10.2417, 10.3092, 10.3735, 10.4366, 10.5, 10.5605, 10.6166, 10.6682, 10.715, 10.7594, 10.8043, 10.8476, 10.8842, 10.9186, 10.9467, 10.9713, 10.992, 11.0133, 11.0316, 11.0423, 11.0502, 11.0537, 11.055, 11.055, 11.0611, 11.0642, 11.0637]","[0.0104807, 0.0104305, 0.0103941, 0.0103595, 0.0103142, 0.0102614, 0.0102013, 0.0101433, 0.0100947, 0.0100523, 0.0100162, 0.00996359, 0.00990326, 0.00983987, 0.00977467, 0.00972698, 0.00968806, 0.00963879, 0.00958619, 0.00951626, 0.00944889, 0.00938335, 0.00933452, 0.00929035, 0.00923537, 0.00917125, 0.009096, 0.00902607, 0.00895916, 0.00889961, 0.00885088, 0.00878321, 0.00871252, 0.00862896, 0.0085428, 0.00847292, 0.00840087, 0.00833524, 0.00824971, 0.00815487, 0.00805129, 0.00794562, 0.00784789, 0.00774967, 0.00764313, 0.00751881, 0.00738124, 0.00723802, 0.00709303, 0.00695304, 0.0068108, 0.00666153, 0.00649334, 0.00631787, 0.00613573, 0.00595986, 0.00579239, 0.00561959, 0.00543587, 0.0052392, 0.00503782, 0.00483965, 0.00464834, 0.00446418, 0.00427414, 0.00407402, 0.00387154, 0.00366685, 0.00346306, 0.00327732, 0.0030921, 0.00290373, 0.00270859, 0.00251661, 0.00232635, 0.00214996, 0.00197978, 0.00181514, 0.00164376, 0.00148163, 0.00132539, 0.00117925, 0.00103872, 0.000909071, 0.000788194, 0.000670581, 0.00056266, 0.000467765, 0.000383526, 0.000311635, 0.000252032, 0.000203758, 0.000165926, 0.000140125, 0.00012212, 0.000111803, 0.000103332, 0.000101414, 0.000100073, 9.883e-05]",
2024-12-20T16:19:30.045239-07:00,2024-12-20T16:19:30-07:00,,P-0000-01,"[-0.00918848, 0.167412, 0.345535, 0.523753, 0.701094, 0.879862, 1.05623, 1.23117, 1.4071, 1.58429, 1.76052, 1.93587, 2.11076, 2.2842, 2.45651, 2.62901, 2.80282, 2.97456, 3.1461, 3.31605, 3.48393, 3.65105, 3.81812, 3.98586, 4.15178, 4.31611, 4.47932, 4.63948, 4.79964, 4.95997, 5.11988, 5.27811, 5.43381, 5.5873, 5.73926, 5.89047, 6.04106, 6.19055, 6.33795, 6.48407, 6.62698, 6.76726, 6.90908, 7.04783, 7.18556, 7.31979, 7.4534, 7.58357, 7.71103, 7.83962, 7.96635, 8.09086, 8.2127, 8.33135, 8.44649, 8.56112, 8.67481, 8.78727, 8.89681, 9.00297, 9.1069, 9.20616, 9.30536, 9.40368, 9.50031, 9.59358, 9.68381, 9.76875, 9.85129, 9.9349, 10.0169, 10.096, 10.171, 10.2412, 10.3083, 10.3735, 10.439, 10.503, 10.5631, 10.6178, 10.6678, 10.7147, 10.7614, 10.8075, 10.8506, 10.886, 10.9184, 10.9453, 10.9709, 10.9939, 11.016, 11.0323, 11.0413, 11.0479, 11.051, 11.0534, 11.058, 11.0609, 11.0631, 11.0612]","[0.0104713, 0.0104372, 0.0104024, 0.0103582, 0.0103074, 0.0102488, 0.0101911, 0.0101388, 0.0100991, 0.0100636, 0.0100117, 0.00995746, 0.00989233, 0.00982846, 0.00977734, 0.00973578, 0.00969372, 0.00963621, 0.00957144, 0.00950443, 0.00943724, 0.00938817, 0.00934655, 0.00929395, 0.00923219, 0.00916122, 0.00908471, 0.00901908, 0.00896368, 0.00891275, 0.00885266, 0.00877448, 0.00869964, 0.00861607, 0.00853986, 0.00847545, 0.00841319, 0.00833511, 0.00824384, 0.00814321, 0.0080418, 0.00794638, 0.0078555, 0.00775467, 0.00763792, 0.00750879, 0.00737134, 0.00723018, 0.00709211, 0.00696233, 0.00681235, 0.00665274, 0.00647867, 0.00630768, 0.00612895, 0.00596166, 0.00579561, 0.00561356, 0.00542269, 0.00522898, 0.00502758, 0.00483836, 0.00465136, 0.00446332, 0.0042671, 0.00406434, 0.00385572, 0.00365724, 0.00346608, 0.00327809, 0.00309098, 0.00289126, 0.00269899, 0.00250501, 0.00232012, 0.00214507, 0.00197607, 0.00180407, 0.00163596, 0.00147247, 0.0013162, 0.00117206, 0.00103631, 0.00090281, 0.000778494, 0.000661637, 0.000555946, 0.000461969, 0.000378, 0.000307334, 0.000248341, 0.000199252, 0.000163229, 0.000138524, 0.000120436, 0.000110812, 0.00010445, 9.98483e-05, 0.000100063, 9.87921e-05]",
2024-12-20T16:19:40.048897-07:00,2024-12-20T16:19:40-07:00,,P-0000-01,"[-0.00864759, 0.167549, 0.34536, 0.523843, 0.701962, 0.878515, 1.05589, 1.23083, 1.40602, 1.58315, 1.75972, 1.93536, 2.11033, 2.28443, 2.4563, 2.62891, 2.80161, 2.97402, 3.14461, 3.31581, 3.48369, 3.64956, 3.81742, 3.98446, 4.15068, 4.31644, 4.47866, 4.63931, 4.79968, 4.95969, 5.11851, 5.27677, 5.43375, 5.58706, 5.73859, 5.88936, 6.04041, 6.1898, 6.33741, 6.48356, 6.62633, 6.76726, 6.90711, 7.04554, 7.1847, 7.31979, 7.45344, 7.58287, 7.71127, 7.83793, 7.96471, 8.08862, 8.21084, 8.33064, 8.44636, 8.56071, 8.67365, 8.78568, 8.89572, 9.00198, 9.10611, 9.20524, 9.30405, 9.4021, 9.49858, 9.59253, 9.68237, 9.76795, 9.85066, 9.93229, 10.0147, 10.0942, 10.1698, 10.2405, 10.3077, 10.3724, 10.4387, 10.5021, 10.5608, 10.6169, 10.6666, 10.7137, 10.7595, 10.8051, 10.8487, 10.8855, 10.9184, 10.945, 10.9692, 10.9928, 11.0145, 11.0314, 11.0408, 11.0474, 11.0492, 11.0525, 11.056, 11.0598, 11.0617, 11.0603]","[0.0104766, 0.0104329, 0.0104025, 0.0103605, 0.010309, 0.0102515, 0.0101913, 0.0101356, 0.0101004, 0.0100617, 0.0100106, 0.00995524, 0.00989083, 0.00983144, 0.0097738, 0.00973113, 0.00969176, 0.00963681, 0.00957493, 0.00950653, 0.00944226, 0.009385, 0.00934162, 0.0092963, 0.00922963, 0.0091622, 0.00908612, 0.00901441, 0.0089594, 0.00891076, 0.00885038, 0.00877771, 0.00869835, 0.00861856, 0.00853954, 0.00847567, 0.00841081, 0.00833562, 0.00824398, 0.00814592, 0.00804373, 0.00794362, 0.00785273, 0.00775443, 0.00763744, 0.00751068, 0.00737257, 0.00722798, 0.00708971, 0.00695539, 0.00681006, 0.006653, 0.0064839, 0.00630662, 0.00612943, 0.00596116, 0.00579453, 0.00561466, 0.00542318, 0.00522721, 0.00502979, 0.00483764, 0.00464778, 0.00446601, 0.0042671, 0.00406355, 0.00385804, 0.00365754, 0.00346241, 0.00327647, 0.0030915, 0.00289392, 0.00269814, 0.0025059, 0.00231964, 0.00214244, 0.00197424, 0.00180735, 0.00163449, 0.00147157, 0.00131608, 0.00116961, 0.00103637, 0.000903099, 0.000779243, 0.000662138, 0.000556141, 0.00046125, 0.000378425, 0.00030721, 0.000248084, 0.000199977, 0.0001636, 0.000137135, 0.000120697, 0.000109452, 0.000104123, 0.000101126, 0.000100523, 9.81973e-05]",
2024-12-20T16:19:50.041340-07:00,2024-12-20T16:19:50-07:00,,P-0000-01,"[-0.00726216, 0.169628, 0.34534, 0.521575, 0.699832, 0.878477, 1.0559, 1.23149, 1.4069, 1.58174, 1.75774, 1.93298, 2.10891, 2.28371, 2.45572, 2.62761, 2.79881, 2.97121, 3.14284, 3.31342, 3.48299, 3.64962, 3.81626, 3.98204, 4.14717, 4.31298, 4.47694, 4.63859, 4.79877, 4.95722, 5.11485, 5.27283, 5.43021, 5.58469, 5.73832, 5.88796, 6.0361, 6.18543, 6.33273, 6.4797, 6.62322, 6.76477, 6.90449, 7.04154, 7.17866, 7.31452, 7.44948, 7.58029, 7.70791, 7.83466, 7.959, 8.08336, 8.20652, 8.32729, 8.44394, 8.55747, 8.6692, 8.77984, 8.89014, 8.99656, 9.1017, 9.20304, 9.30086, 9.39608, 9.49202, 9.58561, 9.67755, 9.76445, 9.84852, 9.92835, 10.0078, 10.0871, 10.1638, 10.2367, 10.306, 10.3707, 10.4305, 10.494, 10.5547, 10.6115, 10.6638, 10.7117, 10.756, 10.7983, 10.8403, 10.8804, 10.9143, 10.9437, 10.9668, 10.988, 11.0069, 11.0248, 11.0389, 11.0466, 11.0512, 11.0499, 11.0525, 11.0547, 11.0576, 11.0607]","[0.010483, 0.0104238, 0.0103828, 0.0103489, 0.0103098, 0.0102606, 0.0102032, 0.0101408, 0.0100824, 0.0100406, 0.0100032, 0.0099568, 0.00990432, 0.00984108, 0.00977526, 0.00971589, 0.00967074, 0.00963286, 0.0095777, 0.00951642, 0.0094545, 0.00938555, 0.00932267, 0.00927408, 0.00922965, 0.00916614, 0.00909732, 0.00902416, 0.00895165, 0.0088884, 0.00883715, 0.00878281, 0.00870808, 0.00863025, 0.00854529, 0.00846083, 0.00839016, 0.00832255, 0.00824858, 0.00815552, 0.00805631, 0.0079465, 0.0078364, 0.00773751, 0.00763635, 0.00751932, 0.00738354, 0.00724255, 0.00708875, 0.00694136, 0.00680302, 0.00665448, 0.00649499, 0.00632122, 0.00613958, 0.00595776, 0.00578066, 0.00560918, 0.00542996, 0.00524225, 0.00504463, 0.00484159, 0.00464272, 0.00445564, 0.0042706, 0.00407141, 0.00387414, 0.00367253, 0.00346933, 0.00327464, 0.00308817, 0.00290218, 0.00271366, 0.00252374, 0.00232914, 0.00215124, 0.0019799, 0.00181215, 0.0016526, 0.00148589, 0.00133285, 0.00118264, 0.00104165, 0.000912977, 0.000789971, 0.000675468, 0.000569171, 0.000472333, 0.000388113, 0.000314141, 0.000253638, 0.000206533, 0.000168747, 0.000140565, 0.000123679, 0.00011259, 0.000105787, 0.000102564, 0.000100341, 9.84291e-05]",
2024-12-20T16:20:00.053203-07:00,2024-12-20T16:20:00-07:00,,P-0000-01,"[-0.00742346, 0.169912, 0.346517, 0.522235, 0.699367, 0.877547, 1.05489, 1.23138, 1.40788, 1.58316, 1.75699, 1.93186, 2.10824, 2.28309, 2.45668, 2.62843, 2.79942, 2.96956, 3.14087, 3.31215, 3.48169, 3.65043, 3.81688, 3.98154, 4.14625, 4.31066, 4.47486, 4.63711, 4.79859, 4.95701, 5.11355, 5.27099, 5.42748, 5.58267, 5.73695, 5.88841, 6.03628, 6.18407, 6.33059, 6.47747, 6.62239, 6.76389, 6.90388, 7.04118, 7.17691, 7.31233, 7.44631, 7.57812, 7.70851, 7.83411, 7.9581, 8.08006, 8.20344, 8.32408, 8.4418, 8.55644, 8.66795, 8.77732, 8.88627, 8.99343, 9.09921, 9.20114, 9.3003, 9.39534, 9.48792, 9.58184, 9.67324, 9.76207, 9.84691, 9.92818, 10.0055, 10.0825, 10.1589, 10.233, 10.3046, 10.3694, 10.4305, 10.4906, 10.5492, 10.6076, 10.6617, 10.7107, 10.7566, 10.7969, 10.8352, 10.8747, 10.9107, 10.9411, 10.9675, 10.9873, 11.0048, 11.02, 11.0333, 11.0454, 11.0507, 11.0518, 11.0506, 11.0515, 11.0537, 11.0563]","[0.0104869, 0.010432, 0.0103753, 0.0103344, 0.0102963, 0.0102561, 0.01021, 0.01015, 0.010089, 0.0100308, 0.00998625, 0.0099489, 0.00990211, 0.0098495, 0.00978889, 0.00972018, 0.00965994, 0.00961613, 0.00957444, 0.00952012, 0.00945778, 0.00939087, 0.00932007, 0.00926161, 0.00921101, 0.0091684, 0.00910346, 0.00903654, 0.00895973, 0.00888619, 0.00882158, 0.00876825, 0.00870874, 0.00863631, 0.00855673, 0.00846753, 0.00838031, 0.00830962, 0.00823568, 0.00815919, 0.00806215, 0.00795448, 0.00784159, 0.00772717, 0.0076227, 0.00751047, 0.00738704, 0.0072491, 0.00709737, 0.00694, 0.00679099, 0.00664333, 0.00649068, 0.00632665, 0.00614578, 0.00596412, 0.00577657, 0.00559867, 0.00542606, 0.00524364, 0.00504943, 0.00485067, 0.00464458, 0.00444963, 0.00426121, 0.00407413, 0.00388005, 0.00367938, 0.00347357, 0.0032752, 0.0030821, 0.00289769, 0.00271775, 0.00252928, 0.00233929, 0.00215276, 0.00197663, 0.00181211, 0.00164984, 0.00149304, 0.00133627, 0.0011888, 0.00104464, 0.000912444, 0.000792191, 0.000679263, 0.000572789, 0.000476318, 0.000389553, 0.000317329, 0.00025621, 0.000206834, 0.00016935, 0.000143552, 0.000125157, 0.000113535, 0.000105803, 0.000101917, 0.00010078, 9.90423e-05]",
2024-12-20T16:21:30.063536-07:00,2024-12-20T16:21:30-07:00,,P-0000-01,"[-0.0095633, 0.168655, 0.346721, 0.523924, 0.700463, 0.876522, 1.05163, 1.229, 1.40582, 1.58224, 1.75772, 1.93175, 2.10567, 2.27926, 2.45238, 2.62693, 2.79904, 2.97033, 3.13929, 3.3083, 3.47774, 3.64515, 3.81393, 3.98054, 4.14547, 4.30781, 4.46996, 4.63158, 4.79354, 4.95455, 5.11236, 5.26885, 5.4237, 5.57549, 5.73002, 5.88182, 6.03301, 6.18269, 6.32716, 6.47127, 6.61407, 6.75669, 6.89903, 7.03717, 7.17463, 7.30689, 7.43927, 7.57032, 7.70032, 7.82859, 7.95496, 8.07756, 8.19736, 8.31553, 8.43275, 8.54887, 8.6631, 8.7741, 8.8821, 8.98624, 9.08955, 9.19206, 9.29255, 9.39126, 9.48532, 9.57661, 9.66424, 9.75135, 9.83771, 9.92202, 10.0025, 10.0793, 10.1517, 10.2215, 10.2921, 10.3615, 10.4261, 10.4873, 10.5438, 10.5961, 10.6482, 10.7, 10.7484, 10.7927, 10.8319, 10.8663, 10.8981, 10.927, 10.9567, 10.9814, 10.9986, 11.0123, 11.0211, 11.028, 11.0348, 11.0397, 11.0447, 11.0439, 11.0432, 11.0413]","[0.0104738, 0.0104325, 0.0103812, 0.0103235, 0.0102699, 0.0102129, 0.010176, 0.0101407, 0.0100945, 0.0100373, 0.00997534, 0.0099137, 0.00986259, 0.00982094, 0.00978452, 0.00972564, 0.00966528, 0.00959936, 0.0095311, 0.0094797, 0.0094359, 0.00939347, 0.00932607, 0.00925948, 0.00918631, 0.00912131, 0.00906539, 0.00901916, 0.00896244, 0.00889162, 0.00881608, 0.00873468, 0.00866348, 0.00860699, 0.00854439, 0.00847315, 0.00838952, 0.0082971, 0.00820179, 0.00811374, 0.0080339, 0.00794299, 0.00784355, 0.00772747, 0.00759946, 0.00747167, 0.00734751, 0.0072259, 0.00709016, 0.00694277, 0.00678156, 0.00661564, 0.00644721, 0.00628749, 0.00612901, 0.00595806, 0.00577582, 0.00558746, 0.00539348, 0.00520345, 0.00502039, 0.0048371, 0.00464333, 0.00444309, 0.00424084, 0.00403642, 0.00384408, 0.00365844, 0.00346787, 0.00327229, 0.00307178, 0.002871, 0.00268327, 0.0025021, 0.00232436, 0.00214979, 0.00196778, 0.00179505, 0.00162558, 0.00146847, 0.00132181, 0.00117674, 0.0010365, 0.000898609, 0.000773412, 0.000659495, 0.000555981, 0.000463716, 0.000380532, 0.000307747, 0.000248418, 0.000199387, 0.000164683, 0.000137716, 0.000121305, 0.000111394, 0.000104464, 0.000101623, 9.96461e-05, 9.84397e-05]",
2024-12-20T16:21:40.045525-07:00,2024-12-20T16:21:40-07:00,,P-0000-01,"[-0.0100947, 0.168327, 0.346408, 0.523516, 0.701302, 0.877879, 1.05358, 1.22717, 1.40424, 1.58192, 1.75811, 1.93298, 2.10695, 2.27938, 2.45215, 2.62514, 2.79883, 2.96999, 3.14105, 3.30916, 3.47749, 3.64466, 3.81269, 3.97979, 4.14502, 4.31041, 4.47142, 4.63141, 4.79276, 4.95313, 5.11146, 5.26936, 5.42513, 5.5777, 5.72949, 5.88091, 6.03209, 6.18174, 6.32803, 6.4729, 6.61548, 6.75616, 6.89693, 7.03659, 7.17448, 7.30916, 7.44133, 7.57018, 7.699, 7.82757, 7.95393, 8.07783, 8.1984, 8.31713, 8.43281, 8.54768, 8.66109, 8.77306, 8.882, 8.98772, 9.09056, 9.19052, 9.29067, 9.38877, 9.4853, 9.57757, 9.66625, 9.75115, 9.83501, 9.91876, 10.0005, 10.0797, 10.1533, 10.2234, 10.2904, 10.3579, 10.4238, 10.4861, 10.546, 10.5987, 10.6489, 10.6964, 10.7457, 10.7917, 10.8323, 10.8685, 10.8984, 10.9266, 10.9525, 10.9783, 10.9986, 11.014, 11.0235, 11.0282, 11.0322, 11.036, 11.0412, 11.0442, 11.0434, 11.0417]","[0.0104583, 0.0104257, 0.0103831, 0.0103333, 0.0102758, 0.0102149, 0.0101629, 0.0101213, 0.0100882, 0.0100392, 0.00998452, 0.00992348, 0.00986012, 0.00980346, 0.00976172, 0.00972071, 0.00966764, 0.00960624, 0.00954017, 0.00947604, 0.0094192, 0.00937256, 0.00932876, 0.00926857, 0.00920308, 0.00912441, 0.00905558, 0.00900173, 0.0089517, 0.00889604, 0.00882319, 0.00874787, 0.00866527, 0.00858943, 0.0085249, 0.00846291, 0.00839317, 0.00830657, 0.00821081, 0.0081111, 0.00801777, 0.00792965, 0.00783733, 0.00773183, 0.00760896, 0.00747798, 0.00734033, 0.00721084, 0.00707425, 0.00694061, 0.00678771, 0.00662353, 0.00645302, 0.00627882, 0.00611027, 0.00594647, 0.00577669, 0.00559278, 0.00539796, 0.00520568, 0.00500638, 0.00482202, 0.00464123, 0.00444649, 0.00424504, 0.00404276, 0.00383942, 0.00364584, 0.00345416, 0.00327083, 0.0030744, 0.0028774, 0.00268351, 0.00249435, 0.00231386, 0.00213957, 0.00197033, 0.00179615, 0.00162682, 0.00146484, 0.0013105, 0.00116874, 0.00103107, 0.000900816, 0.000773969, 0.000658096, 0.000554323, 0.000460194, 0.000378541, 0.000305016, 0.000246838, 0.000197919, 0.000162863, 0.00013718, 0.000121006, 0.000110107, 0.000103962, 0.000100322, 9.82624e-05, 9.789e-05]",
2024-12-20T16:27:00.047826-07:00,2024-12-20T16:27:00-07:00,,P-0000-01,"[0.0117902, 0.00992967, 2.58512e-05, -0.00221495, 0.0097509, 0.0267312, 0.0410685, 0.0469349, 0.0406195, 0.0299092, 0.0323054, 0.046653, 0.0639675, 0.0771593, 0.0803943, 0.0695568, 0.0591483, 0.0672238, 0.0844544, 0.101262, 0.112617, 0.111733, 0.0972289, 0.0880099, 0.101195, 0.121508, 0.137678, 0.14641, 0.138759, 0.123218, 0.117249, 0.134693, 0.157867, 0.172383, 0.177273, 0.161508, 0.146439, 0.147275, 0.168671, 0.19264, 0.204674, 0.203097, 0.181367, 0.168776, 0.177659, 0.203007, 0.226118, 0.233604, 0.2238, 0.198001, 0.190068, 0.207005, 0.235278, 0.257071, 0.257211, 0.23916, 0.213249, 0.211552, 0.235861, 0.265003, 0.283111, 0.274064, 0.248974, 0.226606, 0.233972, 0.264023, 0.291693, 0.302316, 0.28472, 0.255655, 0.238875, 0.25712, 0.290983, 0.31305, 0.314472, 0.289804, 0.260497, 0.251354, 0.278939, 0.314915, 0.328227, 0.32069, 0.290909, 0.264768, 0.263917, 0.297316, 0.332011, 0.336322, 0.321926, 0.28815, 0.268037, 0.276061, 0.311663, 0.342713, 0.338661, 0.318878, 0.283231, 0.269445, 0.286881, 0.321681]","[7.7044e-05, 6.96625e-05, 6.70795e-05, 7.43106e-05, 8.26788e-05, 8.12606e-05, 7.58813e-05, 6.77412e-05, 6.16915e-05, 6.03948e-05, 6.72392e-05, 7.52022e-05, 7.23181e-05, 6.74917e-05, 5.78016e-05, 5.27579e-05, 5.52735e-05, 6.27095e-05, 6.90623e-05, 6.4679e-05, 5.72444e-05, 4.90493e-05, 4.60549e-05, 5.1341e-05, 5.90749e-05, 6.10972e-05, 5.62734e-05, 4.77938e-05, 4.14497e-05, 4.06373e-05, 4.6741e-05, 5.24098e-05, 5.39296e-05, 4.66608e-05, 3.90574e-05, 3.34715e-05, 3.63739e-05, 4.32006e-05, 4.61198e-05, 4.63208e-05, 3.9685e-05, 3.22061e-05, 2.81788e-05, 3.10834e-05, 3.79825e-05, 4.21435e-05, 3.7994e-05, 3.04744e-05, 2.52687e-05, 2.44796e-05, 2.80075e-05, 3.51583e-05, 3.4679e-05, 2.98604e-05, 2.35396e-05, 2.02813e-05, 2.06162e-05, 2.55182e-05, 2.99877e-05, 2.76357e-05, 2.4003e-05, 1.85536e-05, 1.53052e-05, 1.75982e-05, 2.18894e-05, 2.54844e-05, 2.20396e-05, 1.69339e-05, 1.4181e-05, 1.3503e-05, 1.50354e-05, 1.98089e-05, 2.07357e-05, 1.7465e-05, 1.34913e-05, 1.04388e-05, 1.10312e-05, 1.39227e-05, 1.54953e-05, 1.68477e-05, 1.31291e-05, 1.12325e-05, 9.39713e-06, 1.02042e-05, 1.31847e-05, 1.52188e-05, 1.30674e-05, 9.76426e-06, 9.06698e-06, 8.80817e-06, 8.26857e-06, 1.25278e-05, 1.26416e-05, 1.07475e-05, 8.33277e-06, 8.23335e-06, 6.53924e-06, 8.57938e-06, 1.19675e-05, 1.15266e-05]",
2024-12-20T16:27:10.046017-07:00,2024-12-20T16:27:10-07:00,,P-0000-01,"[-0.0119311, -0.00996322, 0.00585785, 0.0232569, 0.0353066, 0.0413339, 0.0326705, 0.0260828, 0.0330445, 0.05118, 0.068698, 0.0799261, 0.081907, 0.069301, 0.0637482, 0.0757339, 0.0960442, 0.114638, 0.123343, 0.118712, 0.104235, 0.102034, 0.118424, 0.140886, 0.159462, 0.163696, 0.151335, 0.136187, 0.141277, 0.16197, 0.185778, 0.201673, 0.199161, 0.180235, 0.16698, 0.180873, 0.207027, 0.230001, 0.240209, 0.22836, 0.205503, 0.196849, 0.219922, 0.251557, 0.270964, 0.272317, 0.249945, 0.228587, 0.22829, 0.259908, 0.294862, 0.305095, 0.295732, 0.265056, 0.249658, 0.262891, 0.300503, 0.332367, 0.329617, 0.31025, 0.277512, 0.271824, 0.300749, 0.338105, 0.359327, 0.344463, 0.318235, 0.289315, 0.294801, 0.33474, 0.364956, 0.374294, 0.350844, 0.320648, 0.299276, 0.313166, 0.355788, 0.37626, 0.376386, 0.34768, 0.315682, 0.302097, 0.322558, 0.364034, 0.378035, 0.371935, 0.34108, 0.30967, 0.303719, 0.3318, 0.371054, 0.378098, 0.365766, 0.333598, 0.30523, 0.307329, 0.341062, 0.377206, 0.376952, 0.359573]","[6.95775e-05, 7.74803e-05, 8.34246e-05, 8.2854e-05, 7.45565e-05, 6.65143e-05, 6.09838e-05, 6.34215e-05, 6.9765e-05, 7.56299e-05, 7.29904e-05, 6.49529e-05, 5.663e-05, 5.34581e-05, 5.60759e-05, 6.41182e-05, 6.57658e-05, 6.28177e-05, 5.38656e-05, 4.52924e-05, 4.35524e-05, 5.05067e-05, 5.73637e-05, 5.60809e-05, 5.0233e-05, 4.2906e-05, 3.70137e-05, 3.83684e-05, 4.31462e-05, 5.00724e-05, 4.68358e-05, 4.08064e-05, 3.44832e-05, 2.95299e-05, 3.21732e-05, 3.67962e-05, 4.32386e-05, 3.66291e-05, 2.92097e-05, 2.49796e-05, 2.28084e-05, 2.76389e-05, 3.2091e-05, 3.26574e-05, 2.65823e-05, 1.97576e-05, 1.76357e-05, 1.74371e-05, 2.18191e-05, 2.45195e-05, 2.40463e-05, 1.72623e-05, 1.36372e-05, 1.25015e-05, 1.30414e-05, 1.74846e-05, 1.65902e-05, 1.41755e-05, 1.14524e-05, 9.2681e-06, 7.98396e-06, 8.33719e-06, 9.35721e-06, 9.44004e-06, 7.81398e-06, 5.30796e-06, 5.62621e-06, 3.97083e-06, 5.18133e-06, 4.58232e-06, 3.51827e-06, 3.8526e-06, 2.51172e-06, 2.84267e-06, 2.75806e-06, 1.58144e-06, 1.50619e-06, 2.56739e-06, 2.5512e-06, -1.46583e-07, 9.15841e-07, 1.86686e-07, 4.17027e-07, 1.7906e-06, 9.72525e-07, 1.29277e-06, 6.61962e-07, 9.10375e-07, 1.71951e-06, 1.46807e-06, 1.68293e-06, 1.51016e-06, 2.91625e-06, 2.38199e-06, 1.32987e-06, 9.08247e-07, 1.50906e-06, 2.50307e-06, 1.41138e-06, 3.51338e-06]",
